2020-06-16 10:45:14.937 [main] INFO  com.yxyk.UserApplication - The following profiles are active: dev
2020-06-16 10:48:51.284 [Thread-10] INFO  o.s.context.support.DefaultLifecycleProcessor - Stopping beans in phase 0
2020-06-16 10:48:51.284 [Thread-10] INFO  o.s.integration.endpoint.EventDrivenConsumer - Removing {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2020-06-16 10:48:51.285 [Thread-10] INFO  o.s.integration.channel.PublishSubscribeChannel - Channel 'user-1.errorChannel' has 0 subscriber(s).
2020-06-16 10:48:51.285 [Thread-10] INFO  o.s.integration.endpoint.EventDrivenConsumer - stopped _org.springframework.integration.errorLogger
2020-06-16 10:48:51.286 [Thread-10] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Shutting down Quartz Scheduler
2020-06-16 10:48:51.287 [Thread-10] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
2020-06-16 10:48:51.287 [Thread-10] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2020-06-16 10:48:51.287 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_USER/USER-20180901YI:user:8031 - registration status: 204
2020-06-16 10:48:51.287 [Thread-10] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
2020-06-16 10:48:51.288 [Thread-10] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2020-06-16 10:48:51.288 [Thread-10] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
2020-06-16 10:48:51.289 [Thread-10] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Unregistering JMX-exposed beans
2020-06-16 10:48:51.291 [Thread-10] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2020-06-16 10:48:51.292 [Thread-10] INFO  com.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
2020-06-16 10:48:51.296 [Thread-10] WARN  o.s.c.annotation.CommonAnnotationBeanPostProcessor - Invocation of destroy method failed on bean with name 'scopedTarget.eurekaClient': org.springframework.beans.factory.BeanCreationNotAllowedException: Error creating bean with name 'securityManager': Singleton bean creation not allowed while singletons of this factory are in destruction (Do not request a bean from a BeanFactory in a destroy method implementation!)
